Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,cluster
181,51,Male,Sandals,Footwear,3,South Dakota,L,Green,Fall,3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,2
182,32,Male,Pants,Clothing,4,Massachusetts,M,Beige,Summer,4,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,0
183,38,Male,Gloves,Accessories,2,Alabama,XL,Purple,Summer,2,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually,1
184,58,Male,Skirt,Clothing,3,Ohio,XL,Beige,Spring,3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,2
185,32,Male,Sneakers,Footwear,3,Hawaii,L,Cyan,Spring,3,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly,0
186,46,Male,T-shirt,Clothing,4,Wisconsin,XL,Silver,Summer,4,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,2
187,39,Male,Backpack,Accessories,2,Minnesota,S,Lavender,Summer,2,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,1
188,19,Male,Shoes,Footwear,3,Georgia,S,Purple,Spring,3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,0
189,50,Male,Hoodie,Clothing,3,Arkansas,M,Pink,Spring,3,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,2
190,36,Male,Blouse,Clothing,4,West Virginia,M,Maroon,Fall,4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,0
191,65,Male,Coat,Outerwear,3,Indiana,XL,Beige,Fall,3,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,2
192,64,Male,Hat,Accessories,3,Utah,M,Gray,Fall,3,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,2
193,46,Male,Shoes,Footwear,2,Nebraska,L,Turquoise,Summer,2,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,1
194,36,Male,Belt,Accessories,3,North Dakota,S,Silver,Fall,3,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,0
195,51,Male,Backpack,Accessories,3,Missouri,M,Olive,Spring,3,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,2
196,51,Male,Jacket,Outerwear,4,New York,M,Magenta,Fall,4,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,2
197,38,Male,Boots,Footwear,3,Washington,M,Lavender,Summer,3,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,0
198,59,Male,Scarf,Accessories,3,South Carolina,M,Black,Fall,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,2
199,57,Male,Jewelry,Accessories,4,Utah,M,Turquoise,Winter,4,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,2
200,54,Male,Hat,Accessories,3,Idaho,XL,Green,Summer,3,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,2
201,25,Male,Dress,Clothing,3,Pennsylvania,S,Teal,Summer,3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,0
202,69,Male,Blouse,Clothing,4,Missouri,S,Beige,Fall,4,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,2
203,57,Male,Hat,Accessories,2,Nebraska,L,Magenta,Spring,2,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,1
204,70,Male,Scarf,Accessories,3,Indiana,S,Yellow,Fall,3,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,2
205,24,Male,Sneakers,Footwear,4,Arizona,M,Yellow,Fall,4,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,0
206,67,Male,Shirt,Clothing,3,Hawaii,M,Silver,Winter,3,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,2
207,24,Male,T-shirt,Clothing,4,Wisconsin,L,Silver,Summer,4,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,0
208,62,Male,Gloves,Accessories,2,Rhode Island,M,Silver,Summer,2,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,1
209,57,Male,Skirt,Clothing,4,Wisconsin,M,Gold,Spring,4,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,2
210,55,Male,Sandals,Footwear,3,Minnesota,S,Olive,Winter,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,2
211,45,Male,Jacket,Outerwear,3,Vermont,L,Teal,Fall,3,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,0
212,69,Male,Skirt,Clothing,4,South Dakota,L,Maroon,Fall,4,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,2
213,67,Male,Handbag,Accessories,4,Virginia,L,Blue,Fall,4,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,2
214,30,Male,Handbag,Accessories,4,Nevada,L,Peach,Fall,4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,0
215,24,Male,Jacket,Outerwear,4,Hawaii,L,Blue,Summer,4,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,0
216,62,Male,Scarf,Accessories,2,New Jersey,S,Orange,Spring,2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,1
217,43,Male,Shorts,Clothing,3,Massachusetts,L,Yellow,Spring,3,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,0
218,35,Male,Sunglasses,Accessories,3,Oklahoma,M,Purple,Winter,3,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,0
219,28,Male,T-shirt,Clothing,2,California,S,Magenta,Spring,2,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,1
220,32,Male,Belt,Accessories,3,Nevada,M,Cyan,Spring,3,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,0
221,39,Male,Sneakers,Footwear,3,Arizona,S,Indigo,Spring,3,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,2
222,28,Male,Hat,Accessories,4,North Carolina,XL,Magenta,Summer,4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,0
223,47,Male,Gloves,Accessories,4,New York,XL,Gray,Spring,4,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,2
224,20,Male,Pants,Clothing,4,Wyoming,M,Turquoise,Spring,4,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,0
225,63,Male,Socks,Clothing,2,South Dakota,S,Beige,Summer,2,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,1
226,25,Male,Jacket,Outerwear,3,Arkansas,M,Olive,Spring,3,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,0
227,29,Male,Shoes,Footwear,3,Texas,L,Violet,Spring,3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,0
228,50,Male,Jeans,Clothing,4,Rhode Island,M,Turquoise,Winter,4,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,2
229,18,Male,Socks,Clothing,2,New Hampshire,M,White,Spring,2,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,1
230,70,Male,Sandals,Footwear,4,Ohio,S,Silver,Spring,4,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,2
231,66,Male,Scarf,Accessories,4,Utah,L,Olive,Fall,4,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,2
232,28,Male,Blouse,Clothing,3,Tennessee,M,Blue,Spring,3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,0
233,54,Male,Jewelry,Accessories,4,Hawaii,L,Purple,Winter,4,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,2
234,19,Male,Sweater,Clothing,4,Arizona,XL,Yellow,Fall,4,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,0
235,20,Male,Gloves,Accessories,3,South Dakota,S,Silver,Summer,3,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,0
236,43,Male,Sunglasses,Accessories,3,New Jersey,M,Cyan,Winter,3,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,2
237,38,Male,Coat,Outerwear,3,North Dakota,L,Green,Winter,3,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,0
238,50,Male,Dress,Clothing,3,Iowa,M,Beige,Summer,3,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,2
239,64,Male,Skirt,Clothing,4,Ohio,M,Peach,Fall,4,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,2
240,49,Male,Pants,Clothing,2,Vermont,L,Yellow,Summer,2,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,1
241,47,Male,Sweater,Clothing,3,Montana,XL,Turquoise,Winter,3,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,2
242,36,Male,Hoodie,Clothing,4,Delaware,M,Peach,Winter,4,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,0
243,55,Male,Coat,Outerwear,4,New York,L,Gray,Summer,4,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,2
244,25,Male,Jewelry,Accessories,2,Kentucky,M,Olive,Winter,2,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,1
245,53,Male,Belt,Accessories,4,Oregon,S,Indigo,Spring,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,2
246,49,Male,Sandals,Footwear,3,Rhode Island,L,Charcoal,Summer,3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,2
247,35,Male,Sunglasses,Accessories,3,Nevada,XL,Beige,Spring,3,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly,0
248,29,Male,Sweater,Clothing,4,Montana,XL,Brown,Spring,4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly,0
249,47,Male,Belt,Accessories,4,Pennsylvania,M,Blue,Winter,4,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly,2
250,53,Male,Handbag,Accessories,4,Alaska,S,Teal,Fall,4,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,2
251,33,Male,Skirt,Clothing,4,Mississippi,L,Black,Fall,4,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly,0
252,21,Male,Handbag,Accessories,2,Wyoming,XL,Gold,Winter,2,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually,1
253,32,Male,Shorts,Clothing,3,Delaware,M,Violet,Summer,3,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,0
254,52,Male,Boots,Footwear,4,Oklahoma,L,Cyan,Winter,4,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,2
255,67,Male,Sunglasses,Accessories,3,Indiana,M,White,Winter,3,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,2
256,43,Male,Scarf,Accessories,4,Maryland,M,Charcoal,Spring,4,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually,0
257,58,Male,Jewelry,Accessories,4,South Dakota,XL,Violet,Spring,4,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months,2
258,20,Male,Handbag,Accessories,4,West Virginia,M,Red,Summer,4,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly,0
259,61,Male,Gloves,Accessories,2,Alabama,S,Lavender,Spring,2,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly,1
260,32,Male,Jeans,Clothing,2,Louisiana,M,Gold,Fall,2,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually,1
261,38,Male,Hat,Accessories,3,Montana,S,Red,Winter,3,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,0
262,21,Male,Jeans,Clothing,4,California,L,Magenta,Winter,4,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,0
263,37,Male,Pants,Clothing,3,Hawaii,M,Teal,Summer,3,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,0
264,27,Male,Shorts,Clothing,4,Iowa,M,Purple,Summer,4,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,0
265,36,Male,Pants,Clothing,3,Colorado,S,Charcoal,Fall,3,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually,0
266,32,Male,Backpack,Accessories,3,Michigan,M,Gray,Spring,3,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,0
267,51,Male,Jewelry,Accessories,3,Louisiana,L,White,Summer,3,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly,2
268,64,Male,Sweater,Clothing,3,Maryland,M,Olive,Spring,3,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually,2
269,68,Male,Shoes,Footwear,2,Georgia,M,Charcoal,Spring,2,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly,1
270,68,Male,Blouse,Clothing,3,Georgia,M,Charcoal,Winter,3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,2
271,33,Male,Jeans,Clothing,4,North Dakota,XL,Orange,Fall,4,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,0
272,65,Male,Sunglasses,Accessories,4,Maryland,XL,Yellow,Summer,4,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly,2
273,48,Male,Jewelry,Accessories,4,Oregon,M,Beige,Summer,4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,2
274,69,Male,Coat,Outerwear,4,North Dakota,S,Silver,Spring,4,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,2
275,59,Male,Jewelry,Accessories,3,Maryland,M,Indigo,Spring,3,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,2
276,48,Male,Backpack,Accessories,4,Virginia,XL,Lavender,Winter,4,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly,2
277,25,Male,Skirt,Clothing,3,South Dakota,XL,Turquoise,Fall,3,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly,0
278,29,Male,Shirt,Clothing,3,Georgia,M,Green,Winter,3,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,0
279,57,Male,Sweater,Clothing,3,Hawaii,M,Orange,Spring,3,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually,2
280,23,Male,Sneakers,Footwear,4,Arkansas,L,Turquoise,Summer,4,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly,0
281,45,Male,Sandals,Footwear,4,Montana,S,Cyan,Fall,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,2
282,38,Male,Belt,Accessories,2,Oklahoma,XL,Charcoal,Spring,2,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,1
283,21,Male,Skirt,Clothing,3,Minnesota,M,Teal,Summer,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly,0
284,32,Male,Sweater,Clothing,3,Montana,S,Maroon,Fall,3,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually,0
285,63,Male,Skirt,Clothing,3,Ohio,M,Red,Summer,3,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly,2
286,29,Male,Handbag,Accessories,4,Kentucky,XL,Yellow,Summer,4,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly,0
287,27,Male,Jewelry,Accessories,2,Nebraska,L,Gray,Summer,2,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually,1
288,56,Male,Scarf,Accessories,3,Delaware,L,Blue,Spring,3,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,2
289,30,Male,T-shirt,Clothing,3,North Carolina,M,Lavender,Winter,3,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,0
290,49,Male,Coat,Outerwear,4,New York,M,Yellow,Fall,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,2
291,58,Male,T-shirt,Clothing,3,Colorado,M,Indigo,Winter,3,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly,2
292,57,Male,Dress,Clothing,3,Delaware,XL,Violet,Fall,3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,2
293,60,Male,Shoes,Footwear,4,Utah,M,Green,Spring,4,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly,2
294,69,Male,Handbag,Accessories,2,Connecticut,M,White,Spring,2,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually,1
295,70,Male,Skirt,Clothing,4,New Jersey,M,Gold,Spring,4,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,2
296,53,Male,Sunglasses,Accessories,2,West Virginia,M,Indigo,Winter,2,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,1
297,25,Male,Sandals,Footwear,4,Indiana,S,Lavender,Spring,4,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,0
298,48,Male,Shoes,Footwear,4,Delaware,XL,Purple,Summer,4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,0
299,69,Male,T-shirt,Clothing,4,Maryland,M,Lavender,Winter,4,Yes,Cash,Standard,Yes,Yes,11,Venmo,Every 3 Months,2
300,25,Male,Sneakers,Footwear,3,Pennsylvania,M,Maroon,Summer,3,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,0
301,29,Male,Hat,Accessories,4,Iowa,M,Teal,Spring,4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly,0
302,46,Male,Skirt,Clothing,3,Pennsylvania,M,Green,Spring,3,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Every 3 Months,2
303,37,Male,Sweater,Clothing,3,Delaware,L,Olive,Summer,3,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,0
304,20,Male,Sandals,Footwear,3,Oregon,M,Turquoise,Summer,3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly,0
305,40,Male,Dress,Clothing,3,Oregon,M,Green,Winter,3,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2
306,60,Male,Sweater,Clothing,3,Utah,M,Teal,Fall,3,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually,2
307,26,Male,Jacket,Outerwear,3,North Dakota,S,White,Summer,3,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually,0
308,29,Male,Gloves,Accessories,3,Florida,M,Orange,Winter,3,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,0
309,66,Male,Handbag,Accessories,3,Maryland,M,Beige,Fall,3,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Bi-Weekly,2
310,66,Male,Dress,Clothing,4,Minnesota,M,Yellow,Spring,4,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Fortnightly,2
311,56,Male,Pants,Clothing,4,Montana,M,Charcoal,Winter,4,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Fortnightly,2
312,69,Male,Jeans,Clothing,4,Rhode Island,L,Silver,Winter,4,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,2
313,38,Male,Pants,Clothing,3,Massachusetts,L,Green,Spring,3,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Annually,0
314,42,Male,Dress,Clothing,3,Vermont,M,Pink,Spring,3,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months,2
315,30,Male,Pants,Clothing,3,New Jersey,M,Purple,Summer,3,Yes,PayPal,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,0
316,66,Male,Jewelry,Accessories,4,Wisconsin,XL,Orange,Spring,4,Yes,Venmo,Express,Yes,Yes,24,Debit Card,Annually,2
317,36,Male,Handbag,Accessories,3,California,M,Charcoal,Fall,3,Yes,Bank Transfer,Free Shipping,Yes,Yes,46,Venmo,Monthly,0
318,58,Male,Sweater,Clothing,4,West Virginia,L,Teal,Fall,4,Yes,Bank Transfer,Standard,Yes,Yes,42,Cash,Every 3 Months,2
319,45,Male,Backpack,Accessories,2,South Dakota,M,Beige,Winter,2,Yes,PayPal,Standard,Yes,Yes,10,Cash,Annually,1
320,47,Male,Shorts,Clothing,2,Maine,XL,White,Spring,2,Yes,Venmo,Standard,Yes,Yes,1,Cash,Every 3 Months,1
321,66,Male,Jewelry,Accessories,4,Kansas,L,White,Summer,4,Yes,PayPal,Standard,Yes,Yes,28,Debit Card,Quarterly,2
322,41,Male,Sneakers,Footwear,4,Vermont,L,Orange,Summer,4,Yes,Credit Card,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,2
323,41,Male,Belt,Accessories,3,Tennessee,S,Cyan,Winter,3,Yes,Credit Card,Standard,Yes,Yes,47,Credit Card,Monthly,2
324,66,Male,Hoodie,Clothing,3,Tennessee,M,Orange,Winter,3,Yes,Venmo,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,2
325,37,Male,Shirt,Clothing,4,Wyoming,M,Olive,Summer,4,Yes,Credit Card,Standard,Yes,Yes,37,Venmo,Quarterly,0
326,70,Male,Pants,Clothing,4,Vermont,M,Charcoal,Winter,4,Yes,Debit Card,Free Shipping,Yes,Yes,38,Debit Card,Annually,2
327,62,Male,Scarf,Accessories,3,New Jersey,M,White,Fall,3,Yes,Cash,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,2
328,61,Male,Coat,Outerwear,3,Iowa,M,Teal,Summer,3,Yes,PayPal,Free Shipping,Yes,Yes,36,PayPal,Weekly,2
329,48,Male,Coat,Outerwear,2,Florida,M,Yellow,Fall,2,Yes,Debit Card,Free Shipping,Yes,Yes,9,Credit Card,Weekly,1
330,70,Male,Socks,Clothing,2,Nevada,S,White,Summer,2,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,1
331,46,Male,Sweater,Clothing,3,North Dakota,M,Beige,Winter,3,Yes,Bank Transfer,Express,Yes,Yes,43,Venmo,Bi-Weekly,2
332,31,Male,Shirt,Clothing,3,Florida,L,Beige,Fall,3,Yes,Credit Card,Store Pickup,Yes,Yes,46,PayPal,Quarterly,0
333,19,Male,Shirt,Clothing,2,New York,M,Maroon,Winter,2,Yes,Cash,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,1
334,39,Male,Sweater,Clothing,4,Alaska,M,Teal,Winter,4,Yes,Cash,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,0
335,41,Male,Blouse,Clothing,2,Kansas,M,Lavender,Fall,2,Yes,PayPal,Next Day Air,Yes,Yes,30,Credit Card,Annually,1
336,20,Male,Sweater,Clothing,3,Oregon,L,Maroon,Spring,3,Yes,Cash,Standard,Yes,Yes,44,Venmo,Every 3 Months,0
337,36,Male,Hat,Accessories,4,Rhode Island,S,Orange,Fall,4,Yes,Debit Card,Express,Yes,Yes,16,PayPal,Annually,0
338,32,Male,Sweater,Clothing,4,New Mexico,M,Cyan,Winter,4,Yes,Cash,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually,0
339,69,Male,Hoodie,Clothing,3,Massachusetts,M,Silver,Winter,3,Yes,Venmo,Express,Yes,Yes,16,Cash,Weekly,2
340,40,Male,Shorts,Clothing,3,Pennsylvania,M,Teal,Spring,3,Yes,Credit Card,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,0
341,40,Male,Shorts,Clothing,3,New Jersey,L,Blue,Summer,3,Yes,Cash,Express,Yes,Yes,39,Venmo,Every 3 Months,2
342,20,Male,Hat,Accessories,4,Utah,S,Blue,Summer,4,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly,0
343,64,Male,Coat,Outerwear,2,Kentucky,M,Olive,Spring,2,Yes,Bank Transfer,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,1
344,27,Male,Sandals,Footwear,4,Nebraska,M,Purple,Summer,4,Yes,Cash,Next Day Air,Yes,Yes,26,Venmo,Monthly,0
345,24,Male,Skirt,Clothing,4,Virginia,M,Charcoal,Winter,4,Yes,PayPal,Standard,Yes,Yes,46,Debit Card,Monthly,0
346,48,Male,Shoes,Footwear,4,Wyoming,S,Olive,Winter,4,Yes,Cash,Next Day Air,Yes,Yes,27,Bank Transfer,Annually,2
347,49,Male,Jeans,Clothing,4,New Mexico,L,Violet,Spring,4,Yes,Credit Card,Next Day Air,Yes,Yes,5,Cash,Weekly,2
348,36,Male,Sandals,Footwear,3,Oregon,L,Red,Fall,3,Yes,Credit Card,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,0
349,56,Male,Blouse,Clothing,2,South Carolina,M,Beige,Fall,2,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,1
350,37,Male,Hat,Accessories,3,Arizona,M,Green,Winter,3,Yes,Cash,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,0
351,42,Male,Sweater,Clothing,2,Kentucky,M,Violet,Spring,2,Yes,Venmo,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly,1
352,28,Male,Skirt,Clothing,3,New York,M,Teal,Winter,3,Yes,Cash,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,0
353,27,Male,Jeans,Clothing,4,Texas,XL,Yellow,Fall,4,Yes,Venmo,Next Day Air,Yes,Yes,12,Cash,Every 3 Months,0
354,63,Male,Sneakers,Footwear,4,Missouri,L,Yellow,Fall,4,Yes,Credit Card,Store Pickup,Yes,Yes,35,Debit Card,Monthly,2
355,58,Male,Jewelry,Accessories,3,Pennsylvania,S,Olive,Fall,3,Yes,PayPal,Free Shipping,Yes,Yes,42,Venmo,Weekly,2
356,37,Male,Jewelry,Accessories,4,Oregon,XL,Magenta,Fall,4,Yes,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,0
357,56,Male,Pants,Clothing,3,Nevada,L,Black,Spring,3,Yes,Debit Card,Standard,Yes,Yes,27,Cash,Weekly,2
358,18,Male,Belt,Accessories,4,Arkansas,M,Olive,Spring,4,Yes,Bank Transfer,Standard,Yes,Yes,16,Credit Card,Bi-Weekly,0
359,48,Male,Hat,Accessories,3,Minnesota,XL,Magenta,Summer,3,Yes,Debit Card,Express,Yes,Yes,36,Credit Card,Every 3 Months,2
360,31,Male,Sneakers,Footwear,3,Georgia,M,Olive,Winter,3,Yes,Debit Card,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months,0
361,51,Male,Pants,Clothing,3,Rhode Island,M,Teal,Summer,3,Yes,Bank Transfer,Standard,Yes,Yes,18,Debit Card,Fortnightly,2
